,Area,Year,rainfall,Temperature,Area Code,Citrus Production(hg/ha),Pesticide quantity,Qte azote(N),Qte Engrais phosphatés,Qte potasse K2O
44530,Bhutan,1997,206.44097,12.277685555555555,18,70250,0.01,0.58,0.0,0.0
44610,Bhutan,1998,215.9876611111111,13.194114444444445,18,70595,0.01,0.58,0.0,0.0
44690,Bhutan,1999,223.40190444444443,13.61403,18,78619,0.01,0.58,0.0,0.0
44770,Bhutan,2000,224.16232888888888,12.484073333333335,18,77016,0.02,0.58,0.0,0.0
44850,Bhutan,2001,218.86895444444443,13.299863333333333,18,78930,0.02,0.58,0.0,0.0
44930,Bhutan,2002,196.6833877777777,12.983303333333335,18,79876,0.02,6.02,1.36,0.95
45010,Bhutan,2003,217.19722222222214,12.928773333333332,18,79354,0.04,6.05,1.41,0.98
45090,Bhutan,2004,190.5990855555556,13.233038888888887,18,81519,0.04,4.62,1.2,0.79
45170,Bhutan,2005,164.21737777777776,13.408274444444444,18,79651,0.01,4.77,1.19,0.83
45250,Bhutan,2006,187.52589222222213,13.921836666666666,18,79670,0.04,4.52,1.48,0.78
45330,Bhutan,2007,226.78563111111114,13.546174444444445,18,83125,0.04,5.13,1.63,1.12
45410,Bhutan,2008,213.50958222222226,13.261805555555556,18,61548,0.05,6.77,2.1,1.33
45490,Bhutan,2009,158.48786333333337,14.06107111111111,18,77493,0.05,14.23,4.19,2.78
45570,Bhutan,2010,216.75027555555562,13.963151111111117,18,84231,0.06,6.07,1.7,1.17
45650,Bhutan,2011,218.66769222222226,13.131806666666668,18,79806,0.08,7.5,2.43,1.68
45730,Bhutan,2012,191.6717688888889,13.045761111111107,18,81126,0.06,6.89,1.53,1.09
45810,Bhutan,2013,194.0160133333333,13.235631111111116,18,81485,0.04,6.73,2.36,1.72
45890,Bhutan,2014,197.1430344444444,13.150592222222222,18,81256,0.03,7.89,2.74,2.0
45970,Bhutan,2015,186.9651333333333,12.957415555555556,18,77967,0.1,8.17,2.87,2.09
46050,Bhutan,2016,193.4264922222223,13.273905555555556,18,81822,0.11,7.47,2.96,2.08
46130,Botswana,1991,35.058351111111115,20.435933333333328,20,73266,0.06,1.0,1.33,0.66
46262,Botswana,1992,11.475483333333333,21.4847,20,71029,0.07,1.2,1.59,0.8
46394,Botswana,1993,18.993376666666666,20.9781,20,68791,0.05,1.14,1.14,0.57
46526,Botswana,1994,24.22899111111111,20.238044444444444,20,66554,0.04,1.26,1.01,0.25
46658,Botswana,1995,18.424403333333327,21.154466666666668,20,64316,0.05,6.16,0.31,0.13
46790,Botswana,1996,31.32632333333333,20.309244444444445,20,53116,0.05,9.22,0.3,0.14
46922,Botswana,1997,35.944335555555575,20.411933333333334,20,43266,0.06,11.63,0.66,0.33
47054,Botswana,1998,22.640141111111113,21.52234444444445,20,36364,0.07,16.23,1.3,0.87
47186,Botswana,1999,23.432634444444453,21.162555555555556,20,38462,0.07,17.01,1.24,0.83
47318,Botswana,2000,41.42246555555556,20.267511111111123,20,40000,0.05,11.68,0.85,0.57
47450,Botswana,2001,31.66974111111111,20.891755555555555,20,39740,0.08,20.4,1.49,1.0
47582,Botswana,2002,23.07950888888889,21.0138,20,41209,0.07,20.4,1.49,1.0
47714,Botswana,2003,22.32355888888889,21.17167777777778,20,42843,0.09,20.4,1.49,1.0
47846,Botswana,2004,36.10819333333333,21.06368888888889,20,43899,0.07,20.4,1.49,1.0
47978,Botswana,2005,24.70788777777778,21.80807777777777,20,46111,0.07,20.4,1.49,1.0
48110,Botswana,2006,41.07990111111111,20.550355555555555,20,49085,0.08,20.4,1.49,1.0
48242,Botswana,2007,19.82494888888889,21.441766666666666,20,53397,0.09,20.4,1.49,1.0
48374,Botswana,2008,30.92011444444445,21.171666666666667,20,57935,0.06,20.4,1.49,1.0
48506,Botswana,2009,28.996948888888888,21.46021111111111,20,41667,0.05,42.86,2.82,2.61
48638,Botswana,2010,40.75892888888889,21.41451111111111,20,68616,0.07,76.39,3.21,2.89
48770,Botswana,2011,44.06607666666666,20.78131111111111,20,46154,0.05,25.95,2.27,1.27
48902,Botswana,2012,24.190451111111113,21.098855555555552,20,46154,0.06,52.79,0.88,0.78
49034,Botswana,2013,23.665875555555555,20.97321111111111,20,118323,0.06,77.95,1.38,0.61
49166,Botswana,2014,29.77870111111111,21.0404,20,48650,0.04,52.37,2.78,2.41
49298,Botswana,2015,23.493218888888887,21.420833333333334,20,350833,0.06,80.87,4.29,3.72
49430,Botswana,2016,25.544165555555548,21.5435,20,50591,0.06,80.87,4.29,3.72
49562,Brazil,1991,141.56305555555554,24.8382,21,187450,1.06,15.05,23.19,23.13
49736,Brazil,1992,135.07443333333333,24.750066666666665,21,193931,1.24,15.6,25.24,24.74
49910,Brazil,1993,130.6557,24.76663333333333,21,224243,1.44,20.62,31.16,32.75
50084,Brazil,1994,150.84217777777778,24.845544444444453,21,188870,1.64,23.76,37.59,36.32
50258,Brazil,1995,139.74455555555556,25.1539,21,222118,1.86,22.75,25.45,35.74
50432,Brazil,1996,146.02742222222219,24.832777777777768,21,210311,1.99,24.5,33.39,40.43
50606,Brazil,1997,146.9180444444444,24.973966666666666,21,224552,2.12,27.65,38.54,46.09
50780,Brazil,1998,134.22651111111108,25.638566666666673,21,197604,2.25,29.18,38.18,43.11
50954,Brazil,1999,142.3218666666667,24.984077777777767,21,214504,2.37,30.8,36.24,41.83
51128,Brazil,2000,159.28241111111112,24.89031111111111,21,235413,2.56,30.4,42.61,46.69
51302,Brazil,2001,137.12452222222223,25.21301111111111,21,203408,2.71,29.38,44.46,48.65
51476,Brazil,2002,147.35344444444445,25.442755555555554,21,220074,2.56,34.84,47.8,52.73
51650,Brazil,2003,142.05777777777774,25.308922222222233,21,201629,3.16,39.48,54.36,60.42
51824,Brazil,2004,150.80849999999995,25.17446666666667,21,218713,3.66,44.44,66.92,75.67
51998,Brazil,2005,146.78387777777778,25.5413,21,219181,3.89,36.9,48.29,56.1
52172,Brazil,2006,149.09683333333336,25.29503333333333,21,222326,3.94,38.71,50.44,59.84
52346,Brazil,2007,134.35571111111113,25.38913333333333,21,225462,5.0,50.85,66.97,71.96
52520,Brazil,2008,154.44044444444444,25.00666666666667,21,220054,5.11,46.16,58.31,71.69
52694,Brazil,2009,159.0894777777778,25.20773333333333,21,221858,5.47,39.59,43.04,40.2
52868,Brazil,2010,141.73130000000003,25.63875555555556,21,230921,5.56,50.14,53.65,65.29
53042,Brazil,2011,152.55975555555554,25.29865555555555,21,238792,5.57,61.74,69.27,80.24
53216,Brazil,2012,137.25162222222224,25.34633333333333,21,243178,5.57,55.57,65.73,73.53
53390,Brazil,2013,140.9693111111111,25.45255555555556,21,245805,5.89,65.13,78.82,82.57
53564,Brazil,2014,144.17861111111108,25.52431111111111,21,245196,5.62,72.22,81.28,91.44
53738,Brazil,2015,137.80767777777785,25.845311111111112,21,246883,6.28,55.6,68.63,79.14
53912,Brazil,2016,130.00547777777774,25.770855555555553,21,259985,5.96,68.81,71.83,88.96
54086,Cambodia,1991,150.35917444444445,28.22586666666667,115,58320,0.0,1.1,0.39,0.0
54217,Cambodia,1992,147.99492999999995,28.05456666666667,115,52164,0.0,2.46,0.39,0.03
54348,Cambodia,1993,128.72428333333332,27.74874444444445,115,58618,0.0,2.61,1.17,0.03
54479,Cambodia,1994,207.07362555555562,27.866522222222233,115,59438,0.0,1.57,1.2,0.0
54610,Cambodia,1995,164.69590555555556,27.839077777777767,115,60343,0.0,1.57,0.79,0.21
54741,Cambodia,1996,167.09778555555556,27.279477777777767,115,61261,0.0,1.12,0.7,0.21
54872,Cambodia,1997,143.93882222222226,27.505744444444442,115,65844,0.0,4.93,0.78,0.0
55003,Cambodia,1998,162.31837222222222,28.62396666666667,115,63833,0.0,0.84,1.15,0.0
55134,Cambodia,1999,167.70814444444446,27.38551111111111,115,64340,0.0,0.84,1.15,0.0
55265,Cambodia,2000,200.40607777777785,27.36044444444445,115,64340,0.0,0.84,1.15,0.0
55396,Cambodia,2001,166.9384077777778,28.232866666666666,115,64340,0.0,0.84,1.15,0.0
55527,Cambodia,2002,167.9117311111111,28.06996666666667,115,62898,0.0,2.11,4.32,0.24
55658,Cambodia,2003,174.1505055555556,28.181144444444445,115,61571,0.0,1.35,3.69,0.23
55789,Cambodia,2004,172.4769111111111,28.11122222222223,115,62260,0.0,1.94,4.43,0.19
55920,Cambodia,2005,152.15572,28.393955555555554,115,61999,0.0,2.87,6.76,0.4
56051,Cambodia,2006,167.48463888888887,27.604577777777767,115,61785,0.0,2.77,6.94,0.2
56182,Cambodia,2007,210.58362222222226,27.60134444444445,115,61692,0.0,2.91,6.63,0.21
56313,Cambodia,2008,149.05135111111107,27.173544444444442,115,59960,0.0,3.26,5.97,0.25
56444,Cambodia,2009,173.7912111111111,27.41453333333333,115,58353,0.0,4.51,7.95,0.26
56575,Cambodia,2010,151.41364444444446,28.28873333333333,115,60497,0.0,5.73,8.82,0.26
56706,Cambodia,2011,192.5519155555556,27.08113333333333,115,60247,0.0,9.23,9.62,0.44
56837,Cambodia,2012,153.21656666666667,27.876922222222234,115,59867,0.0,13.87,11.13,1.19
56968,Cambodia,2013,169.56888888888892,27.925666666666668,115,59634,0.0,12.75,10.33,0.7
57099,Cambodia,2014,175.39117777777776,27.682977777777786,115,59456,0.0,16.2,9.39,1.04
57230,Cambodia,2015,139.63735888888888,27.972755555555555,115,59101,0.0,19.89,7.88,0.99
57361,Cambodia,2016,145.95593666666662,28.492088888888887,115,58624,0.0,13.69,6.05,1.06
57492,Chile,1991,57.77253333333334,7.834739999999997,40,147458,5.23,53.56,37.97,12.59
57666,Chile,1992,59.69591111111111,7.560006666666666,40,148998,5.68,64.3,48.04,14.78
57840,Chile,1993,60.48552222222222,7.898122222222222,40,153377,5.97,75.67,54.33,19.4
58014,Chile,1994,59.67068888888889,8.01452222222222,40,165166,6.03,76.47,53.33,19.61
58188,Chile,1995,56.929311111111105,7.499762222222222,40,169903,6.41,89.58,58.33,20.83
58362,Chile,1996,48.60314444444445,7.796977777777778,40,169475,6.68,97.83,63.04,23.04
58536,Chile,1997,69.91890000000001,8.152418888888889,40,139737,6.69,95.78,69.66,23.94
58710,Chile,1998,42.86894444444445,8.410881111111111,40,148024,6.7,93.72,75.41,35.75
58884,Chile,1999,52.79731111111111,7.764816666666667,40,132644,7.22,110.8,77.32,34.98
59058,Chile,2000,60.63816666666667,7.36407,40,142994,6.76,111.37,81.52,35.55
59232,Chile,2001,64.87687777777779,7.571938888888887,40,144877,6.12,105.12,83.26,35.35
59406,Chile,2002,68.56933333333333,7.52098888888889,40,176904,5.83,119.28,75.4,51.23
59580,Chile,2003,52.15822222222222,8.087234444444443,40,181205,5.68,114.84,96.84,45.57
59754,Chile,2004,52.30681111111111,8.270145555555555,40,187157,5.08,151.26,85.8,143.83
59928,Chile,2005,62.92465555555556,7.723118888888887,40,179351,5.22,127.7,66.09,140.64
60102,Chile,2006,65.77622222222222,8.163148888888893,40,175631,5.46,150.64,79.63,126.59
60276,Chile,2007,43.05673333333334,7.286495555555558,40,181838,5.72,188.71,97.98,105.42
60450,Chile,2008,62.75051111111111,7.982603333333333,40,174731,5.56,223.06,74.83,211.8
60624,Chile,2009,54.71082222222223,8.222803333333333,40,176560,5.56,200.56,54.38,199.09
60798,Chile,2010,49.55546666666667,7.656792222222222,40,172107,5.69,201.65,72.89,0.0
60972,Chile,2011,55.622622222222226,7.818362222222222,40,176330,5.54,155.62,68.67,141.38
61146,Chile,2012,51.43055555555557,8.141947777777776,40,189950,5.65,157.13,69.3,23.84
61320,Chile,2013,53.0607888888889,8.152192222222222,40,194471,5.57,163.56,72.8,21.28
61494,Chile,2014,53.88585555555554,8.010468888888887,40,184078,5.63,160.22,86.86,17.4
61668,Chile,2015,58.76068888888889,8.550478888888888,40,186611,5.55,185.85,93.83,28.75
61842,Chile,2016,34.36035555555556,8.36794222222222,40,186161,5.69,152.7,45.82,17.56
62016,China,1991,57.16156666666667,8.714960000000001,351,59093,5.82,150.86,55.03,18.16
62190,China,1992,55.757511111111114,8.488325555555555,351,50588,6.15,155.54,52.95,14.93
62364,China,1993,60.44122222222222,8.533826666666666,351,60586,6.53,138.49,42.65,11.78
62538,China,1994,57.436482222222224,9.0018,351,62540,7.55,147.38,56.38,18.1
62712,China,1995,56.60810000000001,8.73847777777778,351,69657,8.38,182.93,68.55,22.21
62886,China,1996,58.9559088888889,8.452115555555556,351,67949,8.79,194.36,62.43,19.92
63060,China,1997,55.2316,9.064992222222225,351,78840,9.2,176.48,71.34,26.3
63234,China,1998,65.61196666666666,9.465796666666668,351,70038,9.48,176.0,72.72,26.81
63408,China,1999,57.00333333333333,9.456504444444443,351,85634,10.18,185.65,68.49,26.07
63582,China,2000,56.18235555555553,9.009607777777779,351,70781,9.84,170.25,66.21,26.68
63756,China,2001,53.9719888888889,9.183875555555554,351,89032,9.76,171.65,68.03,30.9
63930,China,2002,59.45704444444446,9.756676666666666,351,86674,10.02,191.23,78.64,36.86
64104,China,2003,58.74636666666667,9.130265555555557,351,90979,10.07,191.34,73.93,36.02
64278,China,2004,55.27286666666666,9.460975555555557,351,93445,10.47,198.36,81.66,41.87
64452,China,2005,57.65363888888889,9.082731111111107,351,93381,10.98,200.41,86.95,54.11
64626,China,2006,54.228,9.44912,351,101235,11.5,204.05,89.77,46.96
64800,China,2007,56.44699888888889,9.897576666666668,351,102068,12.09,208.6,77.37,62.53
64974,China,2008,58.53464444444444,9.142625555555558,351,117424,12.4,210.6,80.09,45.39
65148,China,2009,52.665428888888904,9.645551111111107,351,117603,12.61,213.88,94.93,36.39
65322,China,2010,61.241811111111105,9.127784444444442,351,120518,12.98,218.27,105.77,54.48
65496,China,2011,50.36422777777778,8.872538888888887,351,129599,13.2,222.67,101.47,66.75
65670,China,2012,60.233811111111116,8.866894444444442,351,138106,13.35,226.53,102.53,68.66
65844,China,2013,59.0690988888889,9.30276,351,137739,13.32,227.72,102.2,65.61
66018,China,2014,54.89372555555556,9.089397777777776,351,139193,13.36,229.21,99.13,81.01
66192,China,2015,56.98433333333333,9.574047777777778,351,146031,13.05,227.9,94.01,87.22
66366,China,2016,63.97877777777778,9.558401111111113,351,146390,13.06,225.05,102.71,80.07
66540,Colombia,1991,190.52408888888888,24.672666666666668,44,194596,3.5,62.26,25.18,37.78
66714,Colombia,1992,174.12502222222219,24.891677777777787,44,207496,3.12,52.12,20.06,32.18
66888,Colombia,1993,222.61711111111111,24.57735555555556,44,194118,3.1,52.26,23.36,31.2
67062,Colombia,1994,214.32288888888888,24.563966666666666,44,205313,3.57,52.86,19.99,31.24
67236,Colombia,1995,232.91294444444443,24.81013333333333,44,192000,4.55,54.49,24.38,30.88
67410,Colombia,1996,243.09844444444443,24.38115555555556,44,191981,4.43,57.62,27.59,33.2
67584,Colombia,1997,204.1958888888889,24.68281111111111,44,165122,3.76,62.3,28.92,39.56
67758,Colombia,1998,236.58736666666667,25.22421111111111,44,130435,13.86,67.81,29.02,39.32
67932,Colombia,1999,258.0968888888889,24.224477777777786,44,155540,15.14,68.7,26.74,38.82
68106,Colombia,2000,247.74911111111112,24.10684444444445,44,147314,16.69,73.55,29.0,42.27
68280,Colombia,2001,197.33818888888888,24.5042,44,136592,20.68,72.89,32.06,44.92
68454,Colombia,2002,249.06107777777768,24.744677777777767,44,148491,22.49,95.46,31.65,55.75
68628,Colombia,2003,229.64614444444447,24.921155555555554,44,161020,23.68,98.62,32.98,64.55
68802,Colombia,2004,232.7219333333333,24.63105555555556,44,165660,28.46,94.91,34.57,64.24
68976,Colombia,2005,226.2438888888889,24.890655555555554,44,165597,32.63,133.29,54.92,61.4
69150,Colombia,2006,248.8595555555556,24.5575,44,158287,29.18,161.45,88.89,72.58
69324,Colombia,2007,231.73133333333337,24.61076666666667,44,146380,23.09,160.96,80.01,63.65
69498,Colombia,2008,287.31566666666663,24.30394444444445,44,151991,14.02,132.47,57.2,67.69
69672,Colombia,2009,215.4064444444444,24.55724444444445,44,154170,15.34,162.45,59.74,40.97
69846,Colombia,2010,248.24530000000004,25.131922222222233,44,155843,14.5,160.67,78.07,68.95
70020,Colombia,2011,272.12944444444446,24.6183,44,147775,15.78,178.57,87.69,80.48
70194,Colombia,2012,192.08577777777785,24.76471111111111,44,158662,14.11,200.15,88.53,79.56
70368,Colombia,2013,202.28156666666663,25.00861111111111,44,162607,15.82,145.55,56.35,71.19
70542,Colombia,2014,185.26533333333333,25.08746666666667,44,155679,20.83,158.32,55.91,85.71
70716,Colombia,2015,186.23977777777787,25.329300000000003,44,154959,9.27,148.96,57.76,93.95
70890,Colombia,2016,198.231,25.56608888888889,44,156065,8.69,138.36,55.33,92.0
71064,Croatia,1992,62.37396666666666,13.038118888888887,98,213049,1.74,100.77,37.74,0.0
71143,Croatia,1993,62.74157777777778,12.372304444444444,98,197460,2.27,77.18,40.29,0.0
71222,Croatia,1994,82.84981111111111,13.771395555555555,98,142827,2.5,77.81,40.95,39.31
71301,Croatia,1995,106.92414444444445,12.311520000000002,98,113442,2.77,75.43,33.25,38.12
71380,Croatia,1996,93.43566666666668,11.253113333333335,98,174577,2.83,91.45,43.38,47.25
71459,Croatia,1997,71.51731111111111,12.302266666666664,98,137037,2.73,137.18,50.54,61.24
71538,Croatia,1998,86.80631555555556,13.167536666666667,98,153626,2.39,77.99,31.2,35.63
71617,Croatia,1999,92.03098888888887,12.901687777777774,98,141929,2.32,83.04,36.59,42.61
71696,Croatia,2000,55.3475,13.31249111111111,98,174064,2.92,127.33,53.79,63.67
71775,Croatia,2001,94.37104444444445,13.106787777777779,98,148411,2.75,107.26,41.5,41.5
71854,Croatia,2002,96.67103333333336,13.316072222222227,98,124230,2.61,139.89,42.97,54.74
71933,Croatia,2003,54.15044444444445,12.933385555555557,98,86978,2.46,132.19,68.27,70.11
72012,Croatia,2004,89.20914444444445,11.982383333333335,98,121050,2.37,158.67,53.26,76.79
72091,Croatia,2005,93.50498888888893,11.834202222222226,98,65247,2.17,131.99,80.77,59.03
72170,Croatia,2006,88.9004,12.206781111111116,98,297256,2.25,199.75,85.72,65.08
72249,Croatia,2007,84.2867011111111,14.3047,98,300586,2.16,227.87,83.38,63.62
72328,Croatia,2008,76.74082222222222,13.325783333333332,98,343018,2.52,278.26,95.71,76.27
72407,Croatia,2009,80.7178666666667,13.371987777777774,98,256434,2.16,97.48,46.39,5.65
72486,Croatia,2010,108.12002222222223,12.509174444444444,98,295376,1.56,118.78,103.45,49.81
72565,Croatia,2011,58.45284444444443,13.57806,98,231838,1.67,142.75,100.52,41.4
72644,Croatia,2012,64.95521555555554,13.511531111111116,98,287634,1.76,108.47,33.31,34.27
72723,Croatia,2013,101.5467777777778,12.963909999999998,98,187222,1.93,82.08,30.21,36.17
72802,Croatia,2014,126.30284444444445,13.611918888888884,98,296624,2.37,82.74,43.4,49.26
72881,Croatia,2015,83.33160000000002,13.773634444444443,98,164760,2.5,95.11,32.14,39.6
72960,Croatia,2016,94.44677777777777,13.726145555555556,98,243796,1.96,76.45,14.0,19.53
73039,Cuba,1991,110.25787777777781,26.39684444444445,49,72908,0.0,61.78,16.73,15.44
73213,Cuba,1992,105.60906666666668,25.794411111111113,49,68967,0.0,47.12,5.15,8.96
73387,Cuba,1993,111.57036666666666,25.901177777777786,49,57099,0.0,29.06,5.33,7.26
73561,Cuba,1994,115.52573333333332,26.377411111111112,49,49227,0.0,17.2,3.11,9.34
73735,Cuba,1995,137.40157777777782,26.08130000000001,49,55514,0.0,23.9,9.56,24.86
73909,Cuba,1996,120.5387,25.500211111111113,49,83229,0.0,24.78,7.93,25.53
74083,Cuba,1997,114.18454444444444,26.19383333333333,49,105708,0.0,31.79,8.37,17.07
74257,Cuba,1998,104.20033333333332,26.07445555555556,49,97658,0.0,25.95,3.59,11.52
74431,Cuba,1999,102.13461111111113,25.878766666666664,49,106531,0.0,17.38,5.63,14.38
74605,Cuba,2000,105.51146666666666,25.96976666666667,49,144340,0.0,19.24,5.99,6.93
74779,Cuba,2001,123.48281111111108,25.91445555555556,49,147038,0.0,27.43,7.65,13.36
74953,Cuba,2002,127.14228888888893,26.28993333333333,49,67050,0.0,15.89,4.86,13.41
75127,Cuba,2003,127.60874444444444,26.318911111111113,49,114558,0.0,5.94,2.92,5.95
75301,Cuba,2004,101.22431111111112,26.05574444444445,49,137263,0.0,10.12,1.61,4.89
75475,Cuba,2005,141.31953333333334,26.043355555555557,49,98345,0.0,7.5,3.36,9.2
75649,Cuba,2006,111.40823444444445,25.94783333333333,49,67146,0.0,10.75,7.16,10.84
75823,Cuba,2007,146.9870222222223,26.11323333333333,49,95534,0.0,12.97,5.7,13.29
75997,Cuba,2008,135.10534444444446,26.04416666666667,49,85473,0.0,14.85,9.02,15.06
76171,Cuba,2009,110.40302222222219,25.813844444444445,49,86900,0.0,7.91,2.61,5.17
76345,Cuba,2010,146.70653333333334,25.822788888888887,49,79683,0.0,12.13,6.25,8.21
76519,Cuba,2011,113.0574777777778,26.08985555555556,49,78889,0.0,19.29,5.81,12.21
76693,Cuba,2012,140.26976666666667,25.956977777777766,49,77494,0.0,18.66,8.26,14.47
76867,Cuba,2013,124.88467333333334,25.885422222222232,49,81663,0.0,21.69,8.37,13.62
77041,Cuba,2014,119.84596666666664,26.317155555555555,49,51069,0.0,28.62,8.06,22.11
77215,Cuba,2015,92.51251111111112,26.547888888888888,49,82255,0.0,24.5,10.81,13.97
77389,Cuba,2016,119.44063333333335,26.3313,49,73688,0.0,18.33,8.28,12.02
77563,Cyprus,1991,26.322422222222233,19.416522222222227,50,227517,12.7,79.07,52.0,11.61
77737,Cyprus,1992,24.36490222222222,18.23108888888889,50,242819,10.9,102.82,62.98,16.45
77911,Cyprus,1993,32.60732111111111,19.306366666666676,50,223912,13.21,93.81,62.66,12.98
78085,Cyprus,1994,36.420751111111116,20.535611111111113,50,209267,17.81,101.87,69.71,14.52
